FrameworkVersion,"1.0.176.23","clorton (CMS/Main/framework)"
sampletimes,0,1.01694915254237,2.03389830508475,3.05084745762712,4.06779661016949,5.08474576271186,6.10169491525424,7.11864406779661,8.13559322033898,9.15254237288136,10.1694915254237,11.1864406779661,12.2033898305085,13.2203389830508,14.2372881355932,15.2542372881356,16.271186440678,17.2881355932203,18.3050847457627,19.3220338983051,20.3389830508475,21.3559322033898,22.3728813559322,23.3898305084746,24.4067796610169,25.4237288135593,26.4406779661017,27.4576271186441,28.4745762711864,29.4915254237288,30.5084745762712,31.5254237288136,32.5423728813559,33.5593220338983,34.5762711864407,35.5932203389831,36.6101694915254,37.6271186440678,38.6440677966102,39.6610169491525,40.6779661016949,41.6949152542373,42.7118644067797,43.728813559322,44.7457627118644,45.7627118644068,46.7796610169492,47.7966101694915,48.8135593220339,49.8305084745763,50.8474576271186,51.864406779661,52.8813559322034,53.8983050847458,54.9152542372881,55.9322033898305,56.9491525423729,57.9661016949153,58.9830508474576,60
susceptible{0},360980,360973,360963,360954,360940,360924,360910,360883,360851,360815,360754,360688,360603,360501,360358,360171,359936,359612,359263,358723,358084,357223,356140,354859,353190,351077,348293,344670,340213,334579,327633,318808,307886,295089,279585,261788,241716,218493,194055,168828,143612,119938,97465,77907,61212,46981,35895,27375,20900,15975,12272,9418,7370,5778,4519,3644,2942,2382,1979,1681
susceptible{1},360980,360977,360967,360956,360951,360936,360917,360885,360860,360829,360799,360748,360678,360596,360487,360365,360170,359917,359598,359217,358709,358030,357104,355897,354428,352484,350030,346932,342881,337918,331659,323902,314258,302466,288368,271812,252997,231793,208303,183760,158347,133868,110779,89317,71359,55637,42670,32937,25106,19152,14683,11296,8743,6696,5344,4255,3472,2862,2387,1990
susceptible{2},360980,360977,360968,360961,360944,360935,360918,360900,360869,360833,360796,360723,360640,360542,360367,360179,359920,359616,359201,358619,357918,356989,355773,354278,352295,349819,346707,342839,337969,331579,323845,314182,302556,288180,271758,252396,230959,207449,183050,157913,133112,110075,89199,70615,54910,42379,32743,24675,18686,14410,11124,8653,6671,5273,4185,3416,2803,2300,1922,1588
susceptible{3},360980,360972,360967,360961,360958,360940,360928,360897,360858,360829,360782,360731,360637,360544,360430,360281,360055,359800,359526,359137,358642,357983,357119,356007,354586,352756,350514,347601,343947,339340,333321,326173,317078,305966,292412,276663,258224,237677,214363,190011,164764,139480,115772,94091,74713,58594,45168,34481,26417,20025,15323,11777,9092,7127,5575,4423,3544,2865,2372,1990
susceptible{4},360980,360977,360974,360970,360964,360954,360946,360939,360924,360911,360895,360864,360809,360754,360655,360541,360396,360198,359987,359689,359316,358850,358200,357324,356259,354930,353202,350982,348074,344510,339904,334137,326937,318177,307403,293890,278061,259823,239296,216417,192283,166807,141694,118070,95940,76285,60180,46493,35684,27146,20797,15892,12048,9295,7196,5660,4530,3635,2972,2417
susceptible{5},360980,360973,360967,360957,360947,360935,360918,360887,360842,360799,360743,360672,360600,360499,360363,360189,359939,359610,359176,358667,358024,357176,356108,354717,352932,350701,347857,344145,339602,333825,326516,317660,306757,293645,278440,259917,239547,216629,191775,166526,141526,117491,96211,76852,60197,46872,35802,27202,20653,15719,12122,9355,7201,5702,4504,3622,3003,2493,2086,1752
susceptible{6},360980,360980,360973,360970,360967,360962,360951,360936,360926,360906,360877,360851,360808,360758,360682,360578,360453,360290,360069,359835,359530,359132,358637,358012,357098,356010,354544,352625,350301,347315,343672,338854,333062,325800,316560,305397,291756,275921,257198,236110,213395,188536,163153,138026,114315,92742,74201,58263,45078,34756,26672,20155,15586,11847,9191,7145,5672,4535,3671,2996
susceptible{7},360980,360977,360974,360971,360962,360947,360943,360925,360901,360866,360827,360780,360703,360634,360553,360421,360273,360046,359820,359494,359115,358585,357877,356945,355835,354305,352462,350185,347276,343429,338503,332422,325080,315663,304482,291010,274848,256448,235177,211607,186802,161379,136789,113329,92218,73009,57482,44566,34227,26103,19924,15255,11622,9044,7073,5529,4365,3487,2819,2333
susceptible{8},360980,360977,360973,360972,360972,360968,360964,360959,360954,360936,360918,360899,360876,360838,360776,360710,360622,360521,360400,360233,360004,359730,359363,358868,358296,357523,356498,355208,353530,351525,348747,345296,340958,335557,328754,320501,310082,297516,282576,265002,245150,222720,198417,173750,148441,123872,101237,80878,64197,49348,38182,29093,22313,16920,12923,9962,7664,6077,4802,3830
susceptible{9},360980,360975,360966,360962,360947,360932,360918,360889,360857,360821,360766,360701,360631,360516,360390,360220,359991,359696,359322,358816,358199,357418,356370,355114,353474,351271,348580,345146,340855,335301,328576,320462,310026,297467,282750,264951,244851,222839,198733,173205,148060,124399,101515,81017,64401,50207,38438,29180,22250,17003,12785,9769,7665,5901,4675,3737,3005,2461,1976,1679
exposed{0},0,6,16,19,29,42,46,60,87,104,139,182,223,275,364,472,612,804,978,1333,1696,2239,2903,3661,4617,5851,7500,9645,12229,15567,19553,24627,30824,37722,46118,55269,65253,76048,86481,96144,104276,109840,113255,113426,111129,106158,99586,91718,83267,74860,66469,58446,51182,44451,38462,33114,28529,24498,20861,17761
exposed{1},0,3,11,18,21,32,43,67,79,98,113,144,181,233,299,362,476,638,831,1033,1350,1754,2318,3049,3894,5081,6565,8388,10846,13714,17354,21816,27199,33772,41448,50299,59642,69922,80667,90644,99788,106608,111267,113349,112018,108704,103183,96206,88187,79891,71409,62981,55623,48475,42068,36445,31506,27077,23103,19782
exposed{2},0,3,11,16,27,32,40,50,71,99,112,158,209,264,385,503,651,825,1061,1419,1823,2390,3123,4014,5167,6608,8464,10745,13635,17313,21696,27184,33497,41521,50343,60402,70752,81310,91230,99994,106867,111277,113221,112385,108576,103018,96019,87717,79541,70965,62901,55236,48023,42078,36033,31236,26755,22897,19557,16695
exposed{3},0,7,10,13,13,28,34,53,82,95,126,152,214,268,334,433,579,727,879,1125,1413,1788,2297,2964,3816,4902,6209,7906,10038,12744,16318,20422,25567,31711,39247,47707,57248,67368,78070,88105,97663,105236,110336,113234,112845,110271,104842,98160,90578,82117,73538,65052,57367,50142,43649,37828,32766,28138,24286,20846
exposed{4},0,3,5,7,11,20,21,24,34,42,44,65,104,133,196,272,355,485,601,776,1014,1291,1655,2175,2812,3587,4623,5951,7676,9702,12375,15726,19999,24939,30855,38291,46887,56355,66504,77164,87425,96809,104668,110120,113084,112902,110355,105409,98358,90599,82522,73884,65666,57964,50576,43878,38092,32947,28466,24390
exposed{5},0,4,8,16,25,32,43,61,91,115,142,190,223,287,374,483,628,815,1082,1391,1781,2283,2912,3733,4784,6113,7800,9982,12579,15862,20089,25122,31175,38334,46409,56018,66047,76581,87171,96877,104493,110070,112577,112769,110212,105183,98490,90852,82215,73924,65661,57584,50303,43724,38124,32949,28443,24411,20852,17928
exposed{6},0,0,6,8,10,13,19,31,35,46,69,83,103,132,181,244,315,411,558,701,878,1123,1365,1703,2272,2936,3818,4948,6338,8097,10251,13046,16433,20596,25965,32119,39670,48040,57811,68201,78435,88818,98265,105940,111127,113476,112971,109540,104202,97198,89608,81056,73136,64675,57227,50131,43712,37701,32645,28101
exposed{7},0,3,6,6,12,25,28,37,56,75,99,121,182,225,262,349,441,576,707,901,1106,1425,1834,2395,3061,3995,5074,6387,7967,10238,13147,16717,20879,26326,32550,39957,48304,57681,67965,78726,89203,98642,106082,111089,113319,112626,109365,104060,96992,89241,81445,73019,64487,56735,49589,43149,37362,32376,27857,24007
exposed{8},0,3,6,5,5,7,9,14,16,28,37,51,64,84,124,159,210,280,337,444,575,742,964,1268,1602,2064,2713,3477,4479,5673,7343,9367,11829,15013,18959,23588,29445,36277,44422,53746,63655,74264,85067,94581,102964,109263,112852,113531,111648,106991,100761,92943,84749,76427,67876,59948,52479,45698,39683,34195
exposed{9},0,4,11,13,24,32,42,62,80,102,131,167,205,282,361,475,608,779,994,1325,1683,2128,2779,3484,4462,5775,7346,9318,11860,15154,19029,23616,29587,36436,44271,53636,63810,74066,84760,94782,102909,108982,112501,113490,111552,107194,100523,92879,84653,76215,68165,59930,52784,45617,39744,34334,29746,25458,21773,18682
detected{0},0,0,0,0,2,3,6,8,10,12,20,28,31,42,51,72,91,109,145,187,224,280,349,457,604,724,932,1225,1572,1968,2551,3308,4199,5273,6527,8112,9970,12263,14941,17760,21174,24584,28149,31611,34664,37852,40382,42625,44357,45336,45813,45794,45213,44452,43284,41838,40155,38245,36350,34410
detected{1},0,0,0,1,1,2,4,7,10,10,13,17,17,23,29,48,66,82,108,135,180,217,277,338,460,620,801,1025,1310,1697,2220,2726,3524,4494,5708,7245,9078,11013,13375,16117,19172,22576,25970,29568,32931,36226,38937,41316,43017,44332,45323,45596,45558,44705,43711,42489,40973,39269,37375,35449
detected{2},0,0,0,0,1,1,4,6,8,9,14,18,27,35,45,59,80,104,139,180,228,288,396,503,658,856,1081,1367,1724,2145,2694,3530,4462,5637,7023,8706,10787,13356,16225,19390,22693,26276,29576,33101,36359,39132,41446,43529,44826,45455,45611,45452,44866,43837,42468,41044,39297,37461,35457,33469
detected{3},0,0,1,3,3,3,4,9,10,14,17,24,31,42,52,56,78,97,124,149,180,233,287,378,484,608,763,1012,1302,1673,2165,2680,3358,4263,5479,6801,8404,10315,12741,15405,18355,21804,25260,28775,32333,35586,38467,40921,43098,44544,45630,45979,45891,45294,44334,43107,41673,39939,38182,36212
detected{4},0,0,1,1,1,1,1,2,5,7,9,11,13,18,26,30,40,55,68,99,136,179,214,286,365,474,594,756,960,1250,1596,2038,2616,3361,4221,5321,6664,8362,10294,12519,15185,18212,21434,24864,28228,31781,35092,38034,40686,42837,44315,45061,45501,45435,44855,43967,42783,41155,39720,37827
detected{5},0,0,2,2,2,2,2,3,7,10,14,19,28,33,40,52,66,93,115,147,205,260,358,460,601,785,974,1223,1590,2088,2657,3314,4186,5351,6682,8311,10212,12549,15187,18219,21476,24844,28210,31697,35029,37887,40428,42276,44008,44829,45335,45242,44590,43648,42348,40786,39123,37360,35331,33428
detected{6},0,0,0,0,0,0,0,1,4,6,10,13,10,17,19,26,29,39,59,74,91,125,171,220,283,341,448,571,731,982,1246,1556,2065,2603,3261,4178,5342,6664,8335,10343,12672,15327,18254,21431,24921,28517,32056,35334,38462,40768,42591,44135,44869,45241,45027,44375,43549,42155,40705,39008
detected{7},0,0,0,0,0,1,3,5,5,5,5,8,12,16,26,35,47,62,84,111,148,186,237,306,406,518,647,821,1036,1328,1674,2132,2745,3537,4448,5637,7076,8715,10683,13008,15826,18818,22180,25489,29010,32639,35970,38947,41366,43234,44646,45407,45728,45659,45038,44225,42922,41456,39666,37808
detected{8},0,0,0,0,0,0,1,1,3,3,5,7,11,13,18,23,31,35,47,55,68,88,113,146,189,252,312,397,517,651,857,1111,1450,1913,2466,3063,3890,5008,6274,7715,9587,11861,14241,17015,20233,23687,27338,30919,33987,37323,40060,42270,43965,45023,45567,45483,44940,44151,43020,41582
detected{9},0,0,0,0,0,2,3,4,7,13,16,23,29,38,46,54,77,97,125,156,215,268,344,458,557,724,935,1214,1565,1943,2493,3165,3975,5023,6248,7832,9741,11897,14395,17331,20541,23875,27413,31049,34337,37328,40082,42343,44056,45032,45739,45930,45384,44500,43337,41928,40322,38376,36537,34684
infected{0},3,4,3,9,13,14,22,32,36,53,73,86,119,148,188,247,322,413,549,687,875,1086,1396,1755,2264,2873,3685,4750,6106,7750,9895,12607,15917,20032,24886,30937,37770,46110,55187,64941,75326,85819,96124,105490,113931,121436,126783,130719,132883,133437,132617,130618,127336,123668,119070,113985,108385,102685,96998,91157
infected{1},3,3,5,9,10,13,20,27,37,45,58,74,92,110,145,194,257,320,406,542,669,882,1159,1489,1948,2487,3180,4103,5260,6755,8625,10924,14036,17680,22107,27412,33882,41082,49474,58794,68830,79304,89613,99647,109020,117189,123664,128256,131423,132817,132974,131496,129083,125444,121240,116506,111130,105766,99839,94114
infected{2},3,3,4,6,12,13,19,26,32,38,59,81,105,139,177,231,318,420,557,725,945,1201,1552,1961,2569,3313,4228,5330,6734,8652,11007,14005,17823,22194,27508,33770,41075,49655,58969,69200,79807,90203,99844,109300,117449,123894,128913,132240,133608,133612,132183,129645,125969,121665,116664,111440,105981,100154,94424,88738
infected{3},3,3,5,8,11,13,19,29,37,50,58,75,101,131,160,194,261,341,425,515,667,868,1137,1466,1876,2394,3061,3939,5017,6387,8136,10299,13140,16625,20931,26023,32130,39239,47576,56868,66696,77364,87822,97810,107531,115666,122747,128141,131450,133441,133809,132637,130403,127178,123213,118388,113290,107604,102020,96251
infected{4},3,3,3,5,5,6,11,15,20,22,36,43,55,76,107,133,178,228,306,398,499,633,848,1120,1413,1804,2293,2935,3800,4929,6291,8016,10069,12784,16299,20591,25676,31709,38766,46839,55759,65820,76174,86548,96785,106781,114991,122043,127496,131402,133394,133801,132759,130553,127227,123335,118508,113295,108065,102317
infected{5},3,6,8,10,11,14,19,31,38,53,77,89,112,142,171,220,300,405,532,664,846,1101,1425,1834,2372,3008,3823,4904,6354,8183,10385,13039,16409,20479,25461,31596,38616,46894,56142,65766,76379,86733,96912,106356,114918,121837,127452,131162,133243,133544,132693,130447,126898,122731,118043,112790,107374,101651,95766,89946
infected{6},3,3,4,5,6,6,9,12,16,21,26,36,50,68,84,112,151,202,258,317,410,516,718,925,1173,1449,1869,2437,3113,3987,5028,6505,8206,10371,13093,16656,20984,26170,32302,39507,47820,57088,67160,77384,87778,98079,107257,115703,122485,127618,130940,133126,133119,131706,129340,125894,121886,116909,112129,106464
infected{7},3,3,3,6,7,9,9,18,20,30,39,59,65,84,116,152,189,256,326,417,538,701,923,1192,1529,1944,2475,3138,4111,5213,6627,8451,10750,13493,17042,21310,26780,32877,40283,48774,58054,67874,78017,88333,98215,107858,115987,122645,128027,131121,132700,132993,131871,129937,126583,122724,118154,112849,107172,101302
infected{8},3,3,2,3,3,5,7,7,10,16,25,27,35,49,63,87,116,136,183,222,294,368,478,610,768,1005,1254,1646,2145,2720,3537,4585,5960,7517,9556,12136,15320,19381,24072,29729,36478,44411,53209,62733,73147,83709,94211,104155,112540,120470,126208,130400,132970,133778,133273,131121,128278,124576,119706,114599
infected{9},3,4,5,4,7,13,16,24,33,43,60,81,106,134,172,208,286,375,492,616,810,1048,1327,1733,2191,2844,3667,4719,5939,7536,9583,12111,15303,19318,24100,29969,36608,44511,53253,63089,73538,83743,94333,104170,112498,119901,126166,130464,132770,133700,133268,131504,128472,124720,120108,115192,109545,103725,97987,92339
asymptomatic{0},3,3,3,5,7,7,9,14,15,24,32,37,49,60,73,102,135,181,239,301,381,474,607,777,999,1272,1657,2127,2729,3445,4423,5636,7123,8959,11207,13969,16972,20844,24819,29329,33928,38770,43319,47563,51393,54661,56879,58555,59524,59812,59479,58521,57043,55451,53367,51142,48646,46111,43567,40905
asymptomatic{1},3,3,3,6,6,8,10,12,16,20,30,33,39,50,67,86,114,134,182,245,294,412,537,700,885,1158,1476,1901,2422,3095,3915,4971,6356,7962,9903,12274,15247,18400,22276,26540,31099,35883,40424,44926,49144,52875,55737,57792,59260,59850,59923,59214,57970,56364,54431,52240,49842,47396,44748,42148
asymptomatic{2},3,3,3,4,7,9,10,13,15,16,27,33,42,58,75,105,140,184,268,344,436,553,703,890,1154,1492,1924,2412,3043,3889,5001,6318,8079,10059,12478,15269,18438,22242,26260,30922,35670,40323,44670,49044,52631,55617,57949,59430,60082,60058,59357,58251,56557,54567,52211,49775,47410,44752,42241,39754
asymptomatic{3},3,2,3,4,5,6,11,14,19,25,24,30,43,48,65,78,115,151,181,221,300,399,509,645,844,1068,1370,1715,2207,2821,3559,4543,5771,7424,9328,11621,14498,17715,21396,25612,30136,34792,39467,44091,48485,51979,55201,57727,59082,59917,60041,59450,58322,56923,55184,53032,50766,48260,45726,43150
asymptomatic{4},3,3,2,4,4,4,5,7,9,11,18,23,28,38,52,64,88,109,152,183,228,269,366,481,593,796,1010,1311,1682,2174,2776,3520,4444,5708,7309,9155,11432,14169,17451,21095,25012,29524,34252,39029,43657,48353,51981,55107,57528,59401,60253,60375,59871,58846,57402,55633,53357,51014,48556,46150
asymptomatic{5},3,5,6,8,9,10,12,17,18,28,36,42,50,65,75,101,140,192,249,304,389,501,640,798,1040,1328,1709,2201,2838,3694,4650,5821,7320,9126,11331,14187,17349,21054,25211,29620,34412,39074,43715,47932,51743,55024,57470,59284,60222,60404,60021,58983,57496,55577,53471,51184,48855,46137,43538,40879
asymptomatic{6},3,3,3,4,5,5,4,6,8,9,12,16,25,35,44,54,70,93,117,144,186,240,328,418,521,656,854,1099,1393,1798,2295,2916,3697,4710,5912,7529,9472,11733,14534,17739,21450,25863,30323,34886,39394,44026,48144,51966,55067,57421,59014,59954,59953,59211,58226,56707,54861,52725,50604,48050
asymptomatic{7},3,3,3,4,3,4,4,11,12,19,24,35,35,39,48,59,75,102,130,172,236,303,408,512,648,841,1099,1405,1883,2378,3006,3780,4766,5986,7556,9463,11883,14612,18013,21836,26014,30477,35058,39695,44038,48338,51958,54835,57291,58681,59402,59633,59024,58251,56801,54937,53026,50605,48093,45474
asymptomatic{8},3,3,2,3,3,4,4,4,6,9,12,14,17,22,29,38,55,68,85,106,138,172,221,284,350,460,570,734,967,1200,1602,2066,2651,3352,4299,5491,6855,8725,10897,13526,16571,20185,24132,28352,33058,37736,42412,46919,50764,54290,56916,58780,59915,60280,60112,59181,57949,56250,54019,51729
asymptomatic{9},3,4,5,4,5,8,8,10,13,20,27,36,47,59,79,97,125,174,217,275,352,469,588,752,947,1218,1599,2068,2626,3362,4265,5407,6852,8679,10777,13452,16492,20119,23947,28325,33011,37757,42576,46835,50513,53704,56586,58556,59711,60212,59907,59226,57895,56163,54114,51835,49318,46755,44119,41503
symptomatic{0},0,1,0,4,4,4,9,14,12,13,22,22,32,33,49,60,78,105,140,150,207,255,331,414,553,719,927,1199,1531,1913,2450,3119,3916,4923,5865,7219,8697,10375,12196,13903,15526,16943,18253,19106,19496,19674,19277,18414,17216,15943,14671,13188,11854,10572,9319,8007,6950,6044,5261,4521
symptomatic{1},0,0,2,2,3,4,5,9,12,11,12,20,30,25,32,49,58,83,102,133,180,217,301,381,514,590,746,994,1276,1662,2104,2599,3388,4290,5281,6440,7762,9579,11206,12979,14634,16171,17558,18645,19539,19561,19297,18533,17692,16643,15434,13893,12655,11308,10040,8786,7565,6602,5616,4896
symptomatic{2},0,0,1,1,4,2,6,7,10,12,15,27,36,45,46,61,88,99,130,175,235,296,388,491,649,815,1010,1279,1622,2152,2665,3406,4290,5244,6386,7882,9458,11118,12972,14591,16120,17510,18748,19283,19754,19497,18818,18001,16676,15643,14117,12825,11269,9940,8793,7735,6686,5790,5023,4300
